salary,employment_type,region,tenure_years,enrolled,hist_enrollment_rate_region,avg_premium_cost_usd,benefits_broker_rating,hr_outreach_capacity,open_enrollment_window_days,state_mandate_level,has_application_date,days_contact_to_app,contact_after_app,no_prior_record,prior_year_enrolled_clean,last_contact_channel_clean,plan_tier_requested_clean,broker_channel_clean,has_dependents_bin,tenure_inconsistent
63947.1,Full-time,Midwest,0.6,1,0.617,595,4.4,469,18,High,1,27.0,0,1,0,Email,Standard,Third-Party,1,0
69078.33,Part-time,Midwest,3.5,1,0.617,595,4.4,469,18,High,1,25.0,0,0,1,Phone,Silver,Employer-Sponsored,1,0
66253.3,Full-time,South,7.0,1,0.628,481,3.3,324,17,Medium,1,4.0,0,0,1,Phone,Standard,Third-Party,0,0
69139.28,Full-time,Northeast,2.5,0,0.612,455,3.1,151,38,Low,1,18.0,0,0,0,Phone,Standard,Third-Party,0,0
67417.28,Full-time,Northeast,2.9,0,0.612,455,3.1,151,38,Low,1,16.0,0,0,0,Unknown,Standard,Unknown,0,0
74726.85,Full-time,West,1.0,1,0.613,574,4.7,437,28,Low,1,8.0,0,1,0,Email,Silver,Employer-Sponsored,0,0
71486.97,Contract,Midwest,7.2,0,0.617,595,4.4,469,18,High,1,24.0,0,0,0,SMS,Standard,Employer-Sponsored,0,0
60188.68,Part-time,Northeast,1.3,0,0.612,455,3.1,151,38,Low,1,3.0,0,1,0,Unknown,Silver,Employer-Sponsored,0,0
67274.83,Full-time,Midwest,0.2,0,0.617,595,4.4,469,18,High,1,145.0,0,1,0,Phone,Standard,Direct,0,0
68713.83,Full-time,South,10.6,1,0.628,481,3.3,324,17,Medium,1,25.0,0,0,1,Email,Standard,Direct,0,0
58689.02,Full-time,West,0.8,0,0.613,574,4.7,437,28,Low,1,12.0,0,1,0,Email,Standard,Direct,0,0
91505.13,Contract,West,0.3,1,0.613,574,4.7,437,28,Low,1,7.0,0,1,0,Email,Premium,Third-Party,1,0
79880.49,Part-time,West,8.7,1,0.613,574,4.7,437,28,Low,1,25.0,0,0,0,Email,Standard,Third-Party,1,0
25091.06,Full-time,West,1.3,1,0.613,574,4.7,437,28,Low,1,5.0,0,0,0,Phone,Basic,Employer-Sponsored,1,0
70569.38,Full-time,Northeast,11.4,1,0.612,455,3.1,151,38,Low,1,27.0,0,0,1,Phone,Silver,Direct,0,0
62274.47,Part-time,West,0.7,0,0.613,574,4.7,437,28,Low,1,-70.0,1,1,0,Unknown,Silver,Direct,0,0
73793.34,Full-time,South,0.6,1,0.628,481,3.3,324,17,Medium,1,20.0,0,1,0,Phone,Standard,Third-Party,1,0
65642.42,Full-time,West,1.2,1,0.613,574,4.7,437,28,Low,1,90.0,0,0,1,Unknown,Standard,Unknown,1,0
72360.58,Full-time,South,2.7,1,0.628,481,3.3,324,17,Medium,1,2.0,0,0,1,Email,Silver,Employer-Sponsored,0,0
83536.41,Part-time,Midwest,5.1,1,0.617,595,4.4,469,18,High,0,,0,1,0,Phone,Standard,Third-Party,1,0
72036.14,Full-time,South,8.2,1,0.628,481,3.3,324,17,Medium,1,16.0,0,1,0,Email,Standard,Third-Party,1,0
87747.83,Part-time,Midwest,0.9,1,0.617,595,4.4,469,18,High,0,,0,1,0,Phone,Gold,Employer-Sponsored,1,0
102811.75,Full-time,Midwest,2.1,1,0.617,595,4.4,469,18,High,1,19.0,0,1,0,Phone,Gold,Third-Party,1,0
61497.94,Full-time,South,2.1,1,0.628,481,3.3,324,17,Medium,1,20.0,0,0,1,Unknown,Standard,Direct,1,0
63620.67,Part-time,Midwest,2.2,0,0.617,595,4.4,469,18,High,1,9.0,0,0,1,Phone,Standard,Direct,0,0
25610.08,Contract,West,0.4,0,0.613,574,4.7,437,28,Low,1,8.0,0,1,0,Email,Basic,Employer-Sponsored,0,0
52572.78,Full-time,West,2.6,0,0.613,574,4.7,437,28,Low,1,20.0,0,1,0,Email,Basic,Employer-Sponsored,0,0
62827.41,Full-time,Midwest,0.6,1,0.617,595,4.4,469,18,High,1,18.0,0,1,0,Email,Silver,Third-Party,1,0
60446.99,Full-time,South,12.6,1,0.628,481,3.3,324,17,Medium,1,12.0,0,0,1,Unknown,Silver,Direct,1,1
72636.34,Full-time,Northeast,1.3,1,0.612,455,3.1,151,38,Low,1,5.0,0,0,0,SMS,Silver,Third-Party,1,0
67871.96,Contract,Midwest,7.5,1,0.617,595,4.4,469,18,High,1,7.0,0,0,1,Phone,Silver,Direct,1,0
94201.83,Full-time,South,1.4,1,0.628,481,3.3,324,17,Medium,1,18.0,0,1,0,SMS,Premium,Direct,0,0
79772.89,Part-time,West,0.9,0,0.613,574,4.7,437,28,Low,1,71.0,0,1,0,Email,Silver,Direct,0,0
39902.6,Full-time,South,26.3,1,0.628,481,3.3,324,17,Medium,1,1.0,0,0,1,Unknown,Basic,Direct,1,1
87717.2,Full-time,Midwest,6.7,1,0.617,595,4.4,469,18,High,0,,0,0,0,Email,Gold,Employer-Sponsored,1,0
57222.8,Part-time,Northeast,5.3,0,0.612,455,3.1,151,38,Low,0,,0,0,0,Email,Standard,Third-Party,0,0
88135.18,Contract,South,2.9,0,0.628,481,3.3,324,17,Medium,0,,0,1,0,Email,Gold,Employer-Sponsored,0,0
58847.37,Full-time,West,4.6,1,0.613,574,4.7,437,28,Low,1,6.0,0,1,0,Email,Silver,Third-Party,1,0
68862.58,Part-time,South,2.6,1,0.628,481,3.3,324,17,Medium,1,1.0,0,0,0,Email,Standard,Third-Party,1,0
71446.86,Full-time,West,8.5,1,0.613,574,4.7,437,28,Low,1,24.0,0,0,0,Unknown,Silver,Employer-Sponsored,1,0
56742.69,Full-time,Northeast,2.4,1,0.612,455,3.1,151,38,Low,1,1.0,0,1,0,Email,Standard,Direct,1,0
68257.81,Full-time,Midwest,1.1,1,0.617,595,4.4,469,18,High,1,71.0,0,0,1,SMS,Silver,Employer-Sponsored,1,0
102762.75,Full-time,South,0.3,1,0.628,481,3.3,324,17,Medium,1,18.0,0,1,0,Email,Gold,Direct,1,0
86202.95,Full-time,West,6.5,1,0.613,574,4.7,437,28,Low,0,,0,0,0,Email,Premium,Third-Party,0,0
54102.08,Full-time,Midwest,0.7,0,0.617,595,4.4,469,18,High,1,1.0,0,1,0,Phone,Basic,Employer-Sponsored,0,0
76889.34,Full-time,Midwest,9.6,1,0.617,595,4.4,469,18,High,1,25.0,0,0,1,Unknown,Silver,Third-Party,1,0
82519.54,Full-time,Northeast,5.0,1,0.612,455,3.1,151,38,Low,0,,0,0,1,Unknown,Silver,Third-Party,1,0
49405.95,Full-time,Midwest,10.8,1,0.617,595,4.4,469,18,High,1,22.0,0,0,1,SMS,Basic,Third-Party,1,0
45985.7,Part-time,South,5.7,0,0.628,481,3.3,324,17,Medium,1,6.0,0,0,1,SMS,Basic,Employer-Sponsored,1,0
63958.23,Full-time,Northeast,3.8,1,0.612,455,3.1,151,38,Low,1,27.0,0,0,1,Email,Standard,Direct,1,0
64797.69,Full-time,West,10.5,1,0.613,574,4.7,437,28,Low,1,9.0,0,0,0,Email,Standard,Direct,0,0
45987.55,Contract,South,6.4,0,0.628,481,3.3,324,17,Medium,1,260.0,0,0,0,SMS,Basic,Third-Party,1,1
42055.64,Full-time,Midwest,2.2,0,0.617,595,4.4,469,18,High,1,21.0,0,0,0,SMS,Unknown,Employer-Sponsored,1,0
65253.56,Full-time,Northeast,0.8,1,0.612,455,3.1,151,38,Low,1,15.0,0,1,0,Unknown,Standard,Direct,0,0
81540.57,Part-time,West,3.7,0,0.613,574,4.7,437,28,Low,0,,0,0,0,Email,Silver,Direct,1,0
82028.48,Full-time,Midwest,0.4,0,0.617,595,4.4,469,18,High,1,8.0,0,1,0,Email,Silver,Direct,0,0
76353.62,Full-time,West,6.0,1,0.613,574,4.7,437,28,Low,1,19.0,0,1,0,Email,Silver,Third-Party,1,0
51745.75,Contract,Midwest,5.9,0,0.617,595,4.4,469,18,High,1,4.0,0,0,0,Email,Basic,Employer-Sponsored,0,0
45233.33,Full-time,Midwest,0.3,1,0.617,595,4.4,469,18,High,1,22.0,0,1,0,Unknown,Bronze,Third-Party,1,0
56081.21,Part-time,Midwest,1.8,0,0.617,595,4.4,469,18,High,1,10.0,0,0,0,Email,Silver,Direct,1,0
40980.98,Full-time,Northeast,8.5,1,0.612,455,3.1,151,38,Low,1,3.0,0,0,0,SMS,Unknown,Third-Party,1,0
54359.76,Full-time,Northeast,0.8,0,0.612,455,3.1,151,38,Low,1,256.0,0,1,0,Email,Basic,Employer-Sponsored,0,0
73926.24,Full-time,Northeast,0.0,1,0.612,455,3.1,151,38,Low,1,-47.0,1,1,0,Email,Silver,Direct,1,0
106861.23,Full-time,West,4.1,1,0.613,574,4.7,437,28,Low,1,184.0,0,0,1,Phone,Premium,Third-Party,1,0
75285.17,Full-time,West,0.8,1,0.613,574,4.7,437,28,Low,1,20.0,0,1,0,Email,Silver,Direct,0,0
83744.45,Part-time,Northeast,8.7,1,0.612,455,3.1,151,38,Low,1,-213.0,1,1,0,Phone,Standard,Third-Party,1,0
63972.85,Part-time,Midwest,3.9,0,0.617,595,4.4,469,18,High,1,16.0,0,0,0,Email,Standard,Third-Party,0,0
64400.02,Full-time,West,3.8,1,0.613,574,4.7,437,28,Low,1,-12.0,1,0,1,Email,Standard,Direct,1,0
68043.43,Full-time,West,5.1,1,0.613,574,4.7,437,28,Low,1,21.0,0,0,1,Email,Standard,Unknown,1,0
62684.11,Contract,West,2.1,1,0.613,574,4.7,437,28,Low,1,-72.0,1,0,1,Phone,Standard,Employer-Sponsored,1,0
71555.67,Full-time,West,0.4,1,0.613,574,4.7,437,28,Low,0,,0,1,0,Unknown,Silver,Employer-Sponsored,1,0
44167.35,Full-time,Northeast,3.1,0,0.612,455,3.1,151,38,Low,1,28.0,0,1,0,Email,Basic,Employer-Sponsored,1,0
61040.67,Part-time,Midwest,0.3,1,0.617,595,4.4,469,18,High,1,11.0,0,1,0,Phone,Standard,Direct,1,0
76035.23,Full-time,Midwest,3.8,1,0.617,595,4.4,469,18,High,1,16.0,0,1,0,Email,Standard,Employer-Sponsored,0,0
81834.86,Part-time,Midwest,9.8,0,0.617,595,4.4,469,18,High,1,28.0,0,0,0,SMS,Standard,Employer-Sponsored,0,0
71640.82,Full-time,Midwest,0.8,1,0.617,595,4.4,469,18,High,1,129.0,0,1,0,Phone,Standard,Third-Party,1,0
61662.01,Part-time,Northeast,7.2,0,0.612,455,3.1,151,38,Low,1,18.0,0,0,0,SMS,Standard,Third-Party,0,0
67793.57,Full-time,West,1.1,1,0.613,574,4.7,437,28,Low,1,114.0,0,0,1,Phone,Silver,Employer-Sponsored,1,0
89226.79,Full-time,West,2.5,1,0.613,574,4.7,437,28,Low,1,88.0,0,0,1,Unknown,Premium,Third-Party,0,0
60275.85,Full-time,West,15.1,1,0.613,574,4.7,437,28,Low,1,1.0,0,1,0,Email,Silver,Employer-Sponsored,1,0
55810.55,Full-time,Northeast,4.3,0,0.612,455,3.1,151,38,Low,1,226.0,0,1,0,Phone,Standard,Direct,0,0
88832.16,Part-time,South,6.9,0,0.628,481,3.3,324,17,Medium,1,27.0,0,1,0,Email,Premium,Third-Party,1,1
73738.34,Full-time,Northeast,1.6,1,0.612,455,3.1,151,38,Low,1,1.0,0,0,1,Email,Silver,Employer-Sponsored,0,0
96956.11,Full-time,Northeast,1.5,1,0.612,455,3.1,151,38,Low,1,19.0,0,1,0,Email,Gold,Third-Party,1,0
71902.16,Contract,South,4.0,1,0.628,481,3.3,324,17,Medium,1,290.0,0,1,0,Email,Silver,Employer-Sponsored,1,0
78289.16,Full-time,Midwest,1.7,1,0.617,595,4.4,469,18,High,1,29.0,0,0,1,Unknown,Standard,Third-Party,0,0
78865.85,Full-time,Midwest,1.7,1,0.617,595,4.4,469,18,High,1,7.0,0,0,0,Phone,Standard,Third-Party,1,0
76671.77,Full-time,Northeast,1.0,1,0.612,455,3.1,151,38,Low,1,1.0,0,1,0,Email,Standard,Third-Party,1,0
67342.35,Full-time,West,3.6,1,0.613,574,4.7,437,28,Low,1,-70.0,1,1,0,Unknown,Standard,Third-Party,1,0
79727.36,Full-time,South,5.6,1,0.628,481,3.3,324,17,Medium,1,8.0,0,0,0,Phone,Standard,Employer-Sponsored,1,0
59692.25,Full-time,Northeast,4.7,0,0.612,455,3.1,151,38,Low,1,24.0,0,0,0,Unknown,Standard,Direct,0,0
43413.88,Full-time,Northeast,5.5,0,0.612,455,3.1,151,38,Low,1,2.0,0,0,0,Email,Basic,Employer-Sponsored,0,0
58494.01,Part-time,Midwest,0.2,0,0.617,595,4.4,469,18,High,1,29.0,0,1,0,Email,Silver,Direct,1,0
46253.31,Full-time,Midwest,1.4,0,0.617,595,4.4,469,18,High,0,,0,0,1,Email,Basic,Direct,1,0
58045.58,Full-time,South,0.9,0,0.628,481,3.3,324,17,Medium,1,4.0,0,1,0,Unknown,Standard,Direct,1,0
56190.35,Full-time,West,16.2,0,0.613,574,4.7,437,28,Low,1,6.0,0,0,0,Unknown,Standard,Direct,0,0
53237.12,Part-time,Northeast,1.8,0,0.612,455,3.1,151,38,Low,1,26.0,0,1,0,Email,Basic,Third-Party,1,0
60437.68,Contract,Northeast,3.5,1,0.612,455,3.1,151,38,Low,1,22.0,0,0,0,SMS,Standard,Direct,1,0
48390.88,Part-time,Midwest,4.8,0,0.617,595,4.4,469,18,High,1,18.0,0,0,0,Unknown,Basic,Direct,1,0
56118.09,Full-time,Midwest,1.4,0,0.617,595,4.4,469,18,High,1,14.0,0,0,0,Email,Standard,Third-Party,0,0
56244.12,Full-time,Midwest,5.1,0,0.617,595,4.4,469,18,High,1,25.0,0,0,0,Email,Silver,Third-Party,0,0
70726.13,Contract,Midwest,1.2,1,0.617,595,4.4,469,18,High,1,-91.0,1,0,1,SMS,Standard,Third-Party,1,0
53665.39,Full-time,Midwest,2.0,0,0.617,595,4.4,469,18,High,1,252.0,0,1,0,Phone,Basic,Employer-Sponsored,0,0
97712.23,Contract,South,3.0,0,0.628,481,3.3,324,17,Medium,1,22.0,0,1,0,Email,Gold,Employer-Sponsored,0,0
20993.98,Part-time,Northeast,13.5,0,0.612,455,3.1,151,38,Low,1,11.0,0,1,0,Phone,Bronze,Direct,1,1
61228.45,Contract,South,16.8,0,0.628,481,3.3,324,17,Medium,1,9.0,0,0,0,Email,Standard,Employer-Sponsored,0,1
40792.34,Full-time,Midwest,0.5,0,0.617,595,4.4,469,18,High,1,-45.0,1,1,0,SMS,Basic,Third-Party,0,0
72678.4,Contract,Midwest,2.0,0,0.617,595,4.4,469,18,High,0,,0,0,0,Email,Standard,Employer-Sponsored,0,0
96975.94,Full-time,Midwest,6.5,1,0.617,595,4.4,469,18,High,1,5.0,0,1,0,Unknown,Gold,Direct,1,0
46868.41,Contract,Midwest,0.4,0,0.617,595,4.4,469,18,High,1,13.0,0,1,0,Email,Unknown,Direct,0,0
76859.43,Part-time,West,5.2,0,0.613,574,4.7,437,28,Low,0,,0,0,0,Email,Standard,Employer-Sponsored,1,0
52695.37,Full-time,South,12.9,0,0.628,481,3.3,324,17,Medium,1,16.0,0,1,0,Phone,Unknown,Third-Party,1,1
50285.16,Full-time,Midwest,9.9,1,0.617,595,4.4,469,18,High,1,13.0,0,0,1,Unknown,Basic,Direct,1,0
51842.38,Full-time,Midwest,3.8,1,0.617,595,4.4,469,18,High,0,,0,0,1,SMS,Basic,Third-Party,1,0
76409.07,Full-time,South,3.5,1,0.628,481,3.3,324,17,Medium,1,26.0,0,0,1,Email,Silver,Direct,1,0
73725.84,Full-time,Northeast,6.8,1,0.612,455,3.1,151,38,Low,1,86.0,0,0,1,Unknown,Silver,Employer-Sponsored,1,0
41680.95,Full-time,Northeast,3.3,0,0.612,455,3.1,151,38,Low,1,2.0,0,0,0,SMS,Basic,Third-Party,0,0
75314.94,Contract,Midwest,7.2,1,0.617,595,4.4,469,18,High,1,15.0,0,0,1,Email,Silver,Direct,1,0
88606.63,Full-time,South,3.6,1,0.628,481,3.3,324,17,Medium,1,27.0,0,0,1,SMS,Gold,Employer-Sponsored,0,0
55876.42,Contract,West,1.8,0,0.613,574,4.7,437,28,Low,1,6.0,0,0,0,Email,Standard,Direct,1,0
60865.32,Full-time,South,0.9,0,0.628,481,3.3,324,17,Medium,0,,0,1,0,SMS,Standard,Direct,0,0
37988.85,Part-time,Midwest,0.2,0,0.617,595,4.4,469,18,High,1,98.0,0,1,0,Email,Basic,Unknown,1,0
33156.53,Contract,South,2.0,0,0.628,481,3.3,324,17,Medium,1,192.0,0,0,0,Email,Basic,Direct,0,0
54012.08,Full-time,Northeast,6.5,1,0.612,455,3.1,151,38,Low,1,12.0,0,1,0,Unknown,Bronze,Employer-Sponsored,1,0
72812.2,Full-time,South,6.6,1,0.628,481,3.3,324,17,Medium,1,16.0,0,0,1,Phone,Standard,Employer-Sponsored,0,0
96525.95,Full-time,South,2.2,1,0.628,481,3.3,324,17,Medium,1,-234.0,1,0,1,Unknown,Gold,Direct,0,0
54248.83,Full-time,Midwest,2.7,0,0.617,595,4.4,469,18,High,1,4.0,0,0,0,SMS,Basic,Employer-Sponsored,0,0
52476.87,Full-time,West,4.6,0,0.613,574,4.7,437,28,Low,1,17.0,0,0,1,Email,Bronze,Unknown,0,0
69988.48,Contract,South,2.3,1,0.628,481,3.3,324,17,Medium,1,1.0,0,0,1,Unknown,Standard,Employer-Sponsored,1,0
53199.81,Full-time,South,2.6,0,0.628,481,3.3,324,17,Medium,1,3.0,0,0,0,Email,Basic,Employer-Sponsored,0,0
75096.41,Full-time,Northeast,3.0,1,0.612,455,3.1,151,38,Low,1,9.0,0,0,1,Unknown,Standard,Direct,0,0
40757.89,Part-time,Northeast,0.9,0,0.612,455,3.1,151,38,Low,1,13.0,0,1,0,Phone,Unknown,Direct,0,0
82136.07,Contract,West,1.8,0,0.613,574,4.7,437,28,Low,1,-1.0,1,0,0,Phone,Standard,Direct,0,0
48463.52,Full-time,Midwest,7.1,0,0.617,595,4.4,469,18,High,1,3.0,0,0,1,Phone,Unknown,Direct,1,1
68954.29,Full-time,Midwest,3.8,1,0.617,595,4.4,469,18,High,1,-85.0,1,1,0,Email,Standard,Direct,1,0
49885.55,Full-time,Midwest,0.5,0,0.617,595,4.4,469,18,High,1,1.0,0,1,0,Email,Basic,Employer-Sponsored,0,0
80476.95,Full-time,Northeast,0.5,0,0.612,455,3.1,151,38,Low,1,-209.0,1,1,0,SMS,Silver,Direct,0,0
81709.49,Full-time,West,4.4,1,0.613,574,4.7,437,28,Low,1,17.0,0,0,1,Phone,Silver,Third-Party,1,0
66256.59,Part-time,South,1.4,0,0.628,481,3.3,324,17,Medium,0,,0,0,1,Phone,Silver,Employer-Sponsored,0,0
49367.6,Full-time,Northeast,1.1,0,0.612,455,3.1,151,38,Low,1,9.0,0,0,0,Email,Bronze,Direct,1,0
56347.86,Full-time,Midwest,2.2,0,0.617,595,4.4,469,18,High,0,,0,1,0,Email,Silver,Direct,1,0
42160.96,Contract,West,2.9,0,0.613,574,4.7,437,28,Low,1,14.0,0,1,0,Phone,Unknown,Third-Party,0,0
64504.64,Full-time,Northeast,7.3,1,0.612,455,3.1,151,38,Low,1,27.0,0,0,1,Unknown,Standard,Direct,0,0
80159.55,Part-time,South,1.5,0,0.628,481,3.3,324,17,Medium,1,32.0,0,1,0,Email,Silver,Employer-Sponsored,1,0
66328.38,Full-time,Midwest,3.3,1,0.617,595,4.4,469,18,High,1,4.0,0,0,1,Email,Standard,Direct,0,0
53861.2,Contract,West,0.8,0,0.613,574,4.7,437,28,Low,1,11.0,0,1,0,Email,Basic,Direct,1,0
80434.58,Full-time,Midwest,1.6,1,0.617,595,4.4,469,18,High,1,11.0,0,0,1,Phone,Silver,Third-Party,0,0
40347.41,Full-time,South,2.4,0,0.628,481,3.3,324,17,Medium,1,29.0,0,0,0,Phone,Bronze,Third-Party,0,0
37958.97,Full-time,West,2.1,0,0.613,574,4.7,437,28,Low,1,15.0,0,0,0,Phone,Basic,Direct,0,0
74836.78,Part-time,Northeast,2.5,0,0.612,455,3.1,151,38,Low,1,154.0,0,0,0,Phone,Standard,Direct,0,0
55215.72,Part-time,Northeast,0.4,0,0.612,455,3.1,151,38,Low,1,-67.0,1,1,0,Email,Standard,Third-Party,0,0
57769.81,Part-time,Northeast,17.7,0,0.612,455,3.1,151,38,Low,1,12.0,0,0,0,Email,Silver,Employer-Sponsored,0,0
64635.26,Full-time,West,0.6,1,0.613,574,4.7,437,28,Low,1,21.0,0,1,0,Email,Silver,Direct,1,0
50418.41,Full-time,Northeast,1.3,0,0.612,455,3.1,151,38,Low,1,26.0,0,0,0,SMS,Basic,Third-Party,0,0
57539.89,Contract,West,0.9,0,0.613,574,4.7,437,28,Low,1,-117.0,1,1,0,Email,Standard,Employer-Sponsored,1,0
68087.83,Part-time,South,0.3,0,0.628,481,3.3,324,17,Medium,1,16.0,0,1,0,Phone,Silver,Employer-Sponsored,0,0
88847.21,Part-time,Midwest,1.2,0,0.617,595,4.4,469,18,High,1,25.0,0,0,0,Phone,Premium,Direct,1,0
65443.78,Full-time,South,2.8,1,0.628,481,3.3,324,17,Medium,1,9.0,0,0,1,Phone,Standard,Third-Party,1,0
60648.86,Part-time,Midwest,3.9,1,0.617,595,4.4,469,18,High,1,5.0,0,0,1,Email,Standard,Employer-Sponsored,1,0
79998.33,Full-time,Northeast,4.2,1,0.612,455,3.1,151,38,Low,1,15.0,0,0,0,Unknown,Silver,Direct,1,0
53707.43,Contract,South,1.8,0,0.628,481,3.3,324,17,Medium,1,-137.0,1,0,1,Phone,Basic,Employer-Sponsored,1,0
53360.19,Part-time,Northeast,2.0,0,0.612,455,3.1,151,38,Low,1,12.0,0,0,0,Unknown,Basic,Direct,1,0
82834.68,Contract,Northeast,4.4,0,0.612,455,3.1,151,38,Low,1,179.0,0,0,0,Phone,Standard,Unknown,0,0
47385.32,Full-time,Northeast,2.1,1,0.612,455,3.1,151,38,Low,1,6.0,0,0,1,Email,Unknown,Employer-Sponsored,1,0
44494.05,Full-time,West,2.2,1,0.613,574,4.7,437,28,Low,1,3.0,0,0,1,Email,Unknown,Employer-Sponsored,1,0
102146.09,Full-time,Midwest,0.2,1,0.617,595,4.4,469,18,High,0,,0,1,0,Unknown,Gold,Third-Party,1,0
44171.13,Part-time,West,3.7,0,0.613,574,4.7,437,28,Low,1,18.0,0,0,0,Email,Basic,Third-Party,1,0
77656.4,Full-time,Midwest,21.3,1,0.617,595,4.4,469,18,High,1,15.0,0,0,0,Phone,Standard,Direct,1,0
71961.09,Part-time,West,0.0,0,0.613,574,4.7,437,28,Low,0,,0,1,0,SMS,Standard,Direct,1,0
71589.93,Full-time,West,2.3,1,0.613,574,4.7,437,28,Low,1,14.0,0,0,0,Phone,Standard,Third-Party,0,0
81133.52,Full-time,West,0.5,1,0.613,574,4.7,437,28,Low,1,22.0,0,1,0,Phone,Standard,Employer-Sponsored,1,0
77661.35,Full-time,Northeast,0.2,1,0.612,455,3.1,151,38,Low,1,21.0,0,1,0,Phone,Silver,Direct,0,0
72679.34,Full-time,West,2.4,1,0.613,574,4.7,437,28,Low,1,29.0,0,0,1,Email,Standard,Third-Party,1,0
52588.77,Contract,Midwest,0.2,0,0.617,595,4.4,469,18,High,1,1.0,0,1,0,Email,Bronze,Direct,1,0
45998.62,Part-time,South,2.6,0,0.628,481,3.3,324,17,Medium,1,28.0,0,0,1,Email,Basic,Direct,1,0
59478.39,Full-time,South,3.3,0,0.628,481,3.3,324,17,Medium,1,26.0,0,0,1,Email,Standard,Unknown,0,0
95438.78,Contract,West,8.1,0,0.613,574,4.7,437,28,Low,1,-137.0,1,1,0,Email,Gold,Direct,0,1
63452.13,Part-time,West,4.9,0,0.613,574,4.7,437,28,Low,1,17.0,0,0,0,Email,Standard,Direct,0,0
85465.03,Contract,Northeast,4.1,1,0.612,455,3.1,151,38,Low,1,16.0,0,1,0,SMS,Premium,Direct,1,0
60949.67,Full-time,South,1.2,1,0.628,481,3.3,324,17,Medium,1,12.0,0,0,1,Phone,Silver,Employer-Sponsored,1,0
80701.61,Full-time,Northeast,7.8,1,0.612,455,3.1,151,38,Low,1,14.0,0,0,0,Email,Silver,Employer-Sponsored,1,0
64528.15,Full-time,West,7.5,1,0.613,574,4.7,437,28,Low,1,5.0,0,1,0,Phone,Standard,Direct,0,0
49485.77,Full-time,West,4.9,0,0.613,574,4.7,437,28,Low,1,22.0,0,0,0,Phone,Unknown,Direct,0,0
63560.83,Part-time,South,4.5,1,0.628,481,3.3,324,17,Medium,1,-12.0,1,0,0,Email,Standard,Direct,1,0
31244.16,Part-time,South,3.0,0,0.628,481,3.3,324,17,Medium,1,9.0,0,0,0,Email,Bronze,Direct,1,0
60813.28,Contract,Midwest,3.0,0,0.617,595,4.4,469,18,High,1,7.0,0,0,0,Phone,Silver,Direct,0,0
68803.69,Part-time,Midwest,5.9,1,0.617,595,4.4,469,18,High,1,20.0,0,0,1,Unknown,Silver,Direct,1,0
45287.64,Full-time,West,3.0,0,0.613,574,4.7,437,28,Low,1,28.0,0,1,0,Email,Unknown,Third-Party,0,0
70528.22,Part-time,South,8.3,1,0.628,481,3.3,324,17,Medium,1,9.0,0,1,0,Email,Silver,Unknown,1,0
35105.52,Full-time,Midwest,0.2,0,0.617,595,4.4,469,18,High,1,2.0,0,1,0,Unknown,Basic,Employer-Sponsored,0,0
72924.13,Full-time,South,11.0,1,0.628,481,3.3,324,17,Medium,1,195.0,0,0,1,Unknown,Standard,Direct,0,0
83075.94,Full-time,Northeast,2.3,1,0.612,455,3.1,151,38,Low,1,3.0,0,0,1,Phone,Standard,Employer-Sponsored,1,0
51983.72,Part-time,West,5.0,0,0.613,574,4.7,437,28,Low,1,111.0,0,0,1,Phone,Bronze,Employer-Sponsored,1,0
71051.69,Full-time,Northeast,1.7,1,0.612,455,3.1,151,38,Low,1,-21.0,1,0,1,Email,Standard,Employer-Sponsored,0,0
62125.92,Full-time,Midwest,0.8,1,0.617,595,4.4,469,18,High,1,17.0,0,1,0,Email,Standard,Employer-Sponsored,1,0
85184.09,Full-time,West,4.1,1,0.613,574,4.7,437,28,Low,0,,0,0,1,Email,Premium,Direct,1,0
55962.25,Full-time,South,1.9,1,0.628,481,3.3,324,17,Medium,1,5.0,0,1,0,Email,Standard,Third-Party,1,0
50019.11,Full-time,Midwest,0.4,0,0.617,595,4.4,469,18,High,1,348.0,0,1,0,SMS,Basic,Third-Party,0,0
56181.71,Full-time,West,4.5,0,0.613,574,4.7,437,28,Low,1,-52.0,1,0,1,Email,Standard,Direct,1,0
52175.88,Full-time,Midwest,0.7,0,0.617,595,4.4,469,18,High,1,138.0,0,1,0,SMS,Basic,Third-Party,1,0
33671.69,Full-time,South,1.0,1,0.628,481,3.3,324,17,Medium,1,24.0,0,1,0,Phone,Basic,Third-Party,1,0
59676.99,Full-time,Midwest,3.7,1,0.617,595,4.4,469,18,High,1,22.0,0,0,1,Email,Silver,Employer-Sponsored,1,0
74102.74,Full-time,South,1.9,0,0.628,481,3.3,324,17,Medium,0,,0,0,0,SMS,Silver,Third-Party,0,0
68026.34,Full-time,South,7.3,1,0.628,481,3.3,324,17,Medium,1,24.0,0,0,0,Unknown,Standard,Employer-Sponsored,1,0
43432.43,Contract,West,0.2,0,0.613,574,4.7,437,28,Low,1,-168.0,1,1,0,Phone,Bronze,Direct,1,0
40012.89,Full-time,West,0.5,0,0.613,574,4.7,437,28,Low,1,14.0,0,1,0,Unknown,Basic,Unknown,1,0
80165.15,Full-time,Midwest,1.9,1,0.617,595,4.4,469,18,High,1,-150.0,1,0,1,Phone,Silver,Third-Party,1,0
55114.41,Part-time,Northeast,10.7,0,0.612,455,3.1,151,38,Low,1,23.0,0,0,0,Email,Standard,Employer-Sponsored,0,0
